Country,OECD,Gender,Answer,number,Question,Area
Brazil,Non-OECD,Male,Often,674,ST49Q07,Math Behaviour
Brazil,Non-OECD,Male,Sometimes,1030,ST49Q07,Math Behaviour
Brazil,Non-OECD,Male,NA,3509,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Female,Always or almost always,62,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Female,Never or rarely,991,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Female,Often,159,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Female,Sometimes,401,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Female,NA,965,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Male,Always or almost always,279,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Male,Never or rarely,554,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Male,Often,385,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Male,Sometimes,494,ST49Q07,Math Behaviour
Bulgaria,Non-OECD,Male,NA,992,ST49Q07,Math Behaviour
Canada,OECD,Female,Always or almost always,118,ST49Q07,Math Behaviour
Canada,OECD,Female,Never or rarely,5702,ST49Q07,Math Behaviour
Canada,OECD,Female,Often,307,ST49Q07,Math Behaviour
Canada,OECD,Female,Sometimes,1024,ST49Q07,Math Behaviour
Canada,OECD,Female,NA,3792,ST49Q07,Math Behaviour
Canada,OECD,Male,Always or almost always,488,ST49Q07,Math Behaviour
Canada,OECD,Male,Never or rarely,3919,ST49Q07,Math Behaviour
Canada,OECD,Male,Often,848,ST49Q07,Math Behaviour
Canada,OECD,Male,Sometimes,1611,ST49Q07,Math Behaviour
Canada,OECD,Male,NA,3735,ST49Q07,Math Behaviour
Chile,OECD,Female,Always or almost always,73,ST49Q07,Math Behaviour
Chile,OECD,Female,Never or rarely,1631,ST49Q07,Math Behaviour
Chile,OECD,Female,Often,194,ST49Q07,Math Behaviour
Chile,OECD,Female,Sometimes,419,ST49Q07,Math Behaviour
Chile,OECD,Female,NA,1195,ST49Q07,Math Behaviour
Chile,OECD,Male,Always or almost always,220,ST49Q07,Math Behaviour
Chile,OECD,Male,Never or rarely,1031,ST49Q07,Math Behaviour
Chile,OECD,Male,Often,372,ST49Q07,Math Behaviour
Chile,OECD,Male,Sometimes,556,ST49Q07,Math Behaviour
Chile,OECD,Male,NA,1165,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Female,Always or almost always,23,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Female,Never or rarely,1316,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Female,Often,77,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Female,Sometimes,322,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Female,NA,899,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Male,Always or almost always,77,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Male,Never or rarely,1044,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Male,Often,146,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Male,Sometimes,422,ST49Q07,Math Behaviour
China-Shanghai,Non-OECD,Male,NA,851,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Female,Always or almost always,10,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Female,Never or rarely,1824,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Female,Often,35,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Female,Sometimes,171,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Female,NA,1071,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Male,Always or almost always,43,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Male,Never or rarely,1424,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Male,Often,119,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Male,Sometimes,378,ST49Q07,Math Behaviour
Chinese Taipei,Non-OECD,Male,NA,971,ST49Q07,Math Behaviour
Colombia,Non-OECD,Female,Always or almost always,123,ST49Q07,Math Behaviour
Colombia,Non-OECD,Female,Never or rarely,1715,ST49Q07,Math Behaviour
Colombia,Non-OECD,Female,Often,303,ST49Q07,Math Behaviour
Colombia,Non-OECD,Female,Sometimes,819,ST49Q07,Math Behaviour
Colombia,Non-OECD,Female,NA,1847,ST49Q07,Math Behaviour
Colombia,Non-OECD,Male,Always or almost always,258,ST49Q07,Math Behaviour
Colombia,Non-OECD,Male,Never or rarely,1039,ST49Q07,Math Behaviour
Colombia,Non-OECD,Male,Often,493,ST49Q07,Math Behaviour
Colombia,Non-OECD,Male,Sometimes,782,ST49Q07,Math Behaviour
Colombia,Non-OECD,Male,NA,1694,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Female,Always or almost always,12,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Female,Never or rarely,470,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Female,Often,15,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Female,Sometimes,54,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Female,NA,294,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Male,Always or almost always,39,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Male,Never or rarely,351,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Male,Often,63,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Male,Sometimes,106,ST49Q07,Math Behaviour
Connecticut (USA),Non-OECD,Male,NA,293,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Female,Always or almost always,57,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Female,Never or rarely,1259,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Female,Often,54,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Female,Sometimes,151,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Female,NA,939,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Male,Always or almost always,99,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Male,Never or rarely,847,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Male,Often,163,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Male,Sometimes,244,ST49Q07,Math Behaviour
Costa Rica,Non-OECD,Male,NA,789,ST49Q07,Math Behaviour
Croatia,Non-OECD,Female,Always or almost always,44,ST49Q07,Math Behaviour
Croatia,Non-OECD,Female,Never or rarely,1170,ST49Q07,Math Behaviour
Croatia,Non-OECD,Female,Often,117,ST49Q07,Math Behaviour
Croatia,Non-OECD,Female,Sometimes,328,ST49Q07,Math Behaviour
Croatia,Non-OECD,Female,NA,821,ST49Q07,Math Behaviour
Croatia,Non-OECD,Male,Always or almost always,182,ST49Q07,Math Behaviour
Croatia,Non-OECD,Male,Never or rarely,689,ST49Q07,Math Behaviour
Croatia,Non-OECD,Male,Often,305,ST49Q07,Math Behaviour
Croatia,Non-OECD,Male,Sometimes,470,ST49Q07,Math Behaviour
Croatia,Non-OECD,Male,NA,882,ST49Q07,Math Behaviour
Czech Republic,OECD,Female,Always or almost always,49,ST49Q07,Math Behaviour
Czech Republic,OECD,Female,Never or rarely,1078,ST49Q07,Math Behaviour
Czech Republic,OECD,Female,Often,133,ST49Q07,Math Behaviour
Czech Republic,OECD,Female,Sometimes,485,ST49Q07,Math Behaviour
Czech Republic,OECD,Female,NA,935,ST49Q07,Math Behaviour
Czech Republic,OECD,Male,Always or almost always,187,ST49Q07,Math Behaviour
Czech Republic,OECD,Male,Never or rarely,579,ST49Q07,Math Behaviour
Czech Republic,OECD,Male,Often,392,ST49Q07,Math Behaviour
Czech Republic,OECD,Male,Sometimes,552,ST49Q07,Math Behaviour
Czech Republic,OECD,Male,NA,937,ST49Q07,Math Behaviour
Denmark,OECD,Female,Always or almost always,23,ST49Q07,Math Behaviour
Denmark,OECD,Female,Never or rarely,2171,ST49Q07,Math Behaviour
Denmark,OECD,Female,Often,74,ST49Q07,Math Behaviour
Denmark,OECD,Female,Sometimes,208,ST49Q07,Math Behaviour
Denmark,OECD,Female,NA,1301,ST49Q07,Math Behaviour
Denmark,OECD,Male,Always or almost always,89,ST49Q07,Math Behaviour
Denmark,OECD,Male,Never or rarely,1644,ST49Q07,Math Behaviour
Denmark,OECD,Male,Often,186,ST49Q07,Math Behaviour
Denmark,OECD,Male,Sometimes,388,ST49Q07,Math Behaviour
Denmark,OECD,Male,NA,1397,ST49Q07,Math Behaviour
Estonia,OECD,Female,Always or almost always,13,ST49Q07,Math Behaviour
Estonia,OECD,Female,Never or rarely,1293,ST49Q07,Math Behaviour
Estonia,OECD,Female,Often,49,ST49Q07,Math Behaviour
Estonia,OECD,Female,Sometimes,216,ST49Q07,Math Behaviour
Estonia,OECD,Female,NA,838,ST49Q07,Math Behaviour
Estonia,OECD,Male,Always or almost always,83,ST49Q07,Math Behaviour
Estonia,OECD,Male,Never or rarely,849,ST49Q07,Math Behaviour
Estonia,OECD,Male,Often,185,ST49Q07,Math Behaviour
Estonia,OECD,Male,Sometimes,448,ST49Q07,Math Behaviour
Estonia,OECD,Male,NA,805,ST49Q07,Math Behaviour
Finland,OECD,Female,Always or almost always,73,ST49Q07,Math Behaviour
Finland,OECD,Female,Never or rarely,1645,ST49Q07,Math Behaviour
Finland,OECD,Female,Often,303,ST49Q07,Math Behaviour
Finland,OECD,Female,Sometimes,854,ST49Q07,Math Behaviour
Finland,OECD,Female,NA,1495,ST49Q07,Math Behaviour
Finland,OECD,Male,Always or almost always,178,ST49Q07,Math Behaviour
Finland,OECD,Male,Never or rarely,1175,ST49Q07,Math Behaviour
Finland,OECD,Male,Often,525,ST49Q07,Math Behaviour
Finland,OECD,Male,Sometimes,981,ST49Q07,Math Behaviour
Finland,OECD,Male,NA,1600,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Female,Always or almost always,15,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Female,Never or rarely,489,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Female,Often,33,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Female,Sometimes,82,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Female,NA,333,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Male,Always or almost always,33,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Male,Never or rarely,364,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Male,Often,74,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Male,Sometimes,124,ST49Q07,Math Behaviour
Florida (USA),Non-OECD,Male,NA,349,ST49Q07,Math Behaviour
France,OECD,Female,Always or almost always,25,ST49Q07,Math Behaviour
France,OECD,Female,Never or rarely,1150,ST49Q07,Math Behaviour
France,OECD,Female,Often,77,ST49Q07,Math Behaviour
France,OECD,Female,Sometimes,283,ST49Q07,Math Behaviour
France,OECD,Female,NA,840,ST49Q07,Math Behaviour
France,OECD,Male,Always or almost always,96,ST49Q07,Math Behaviour
France,OECD,Male,Never or rarely,740,ST49Q07,Math Behaviour
France,OECD,Male,Often,212,ST49Q07,Math Behaviour
France,OECD,Male,Sometimes,369,ST49Q07,Math Behaviour
France,OECD,Male,NA,821,ST49Q07,Math Behaviour
Germany,OECD,Female,Always or almost always,21,ST49Q07,Math Behaviour
Germany,OECD,Female,Never or rarely,1160,ST49Q07,Math Behaviour
Germany,OECD,Female,Often,54,ST49Q07,Math Behaviour
Germany,OECD,Female,Sometimes,155,ST49Q07,Math Behaviour
Germany,OECD,Female,NA,1072,ST49Q07,Math Behaviour
Germany,OECD,Male,Always or almost always,108,ST49Q07,Math Behaviour
Germany,OECD,Male,Never or rarely,728,ST49Q07,Math Behaviour
Germany,OECD,Male,Often,203,ST49Q07,Math Behaviour
Germany,OECD,Male,Sometimes,361,ST49Q07,Math Behaviour
Germany,OECD,Male,NA,1139,ST49Q07,Math Behaviour
Greece,OECD,Female,Always or almost always,138,ST49Q07,Math Behaviour
Greece,OECD,Female,Never or rarely,848,ST49Q07,Math Behaviour
Greece,OECD,Female,Often,284,ST49Q07,Math Behaviour
Greece,OECD,Female,Sometimes,395,ST49Q07,Math Behaviour
Greece,OECD,Female,NA,911,ST49Q07,Math Behaviour
Greece,OECD,Male,Always or almost always,316,ST49Q07,Math Behaviour
Greece,OECD,Male,Never or rarely,529,ST49Q07,Math Behaviour
Greece,OECD,Male,Often,397,ST49Q07,Math Behaviour
Greece,OECD,Male,Sometimes,437,ST49Q07,Math Behaviour
Greece,OECD,Male,NA,870,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Female,Always or almost always,7,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Female,Never or rarely,1270,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Female,Often,19,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Female,Sometimes,138,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Female,NA,727,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Male,Always or almost always,50,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Male,Never or rarely,1168,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Male,Often,94,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Male,Sometimes,314,ST49Q07,Math Behaviour
Hong Kong-China,Non-OECD,Male,NA,883,ST49Q07,Math Behaviour
Hungary,OECD,Female,Always or almost always,37,ST49Q07,Math Behaviour
Hungary,OECD,Female,Never or rarely,1114,ST49Q07,Math Behaviour
Hungary,OECD,Female,Often,152,ST49Q07,Math Behaviour
Hungary,OECD,Female,Sometimes,384,ST49Q07,Math Behaviour
Hungary,OECD,Female,NA,842,ST49Q07,Math Behaviour
Hungary,OECD,Male,Always or almost always,155,ST49Q07,Math Behaviour
Hungary,OECD,Male,Never or rarely,591,ST49Q07,Math Behaviour
Hungary,OECD,Male,Often,292,ST49Q07,Math Behaviour
Hungary,OECD,Male,Sometimes,432,ST49Q07,Math Behaviour
Hungary,OECD,Male,NA,811,ST49Q07,Math Behaviour
Iceland,OECD,Female,Always or almost always,16,ST49Q07,Math Behaviour
Iceland,OECD,Female,Never or rarely,894,ST49Q07,Math Behaviour
Iceland,OECD,Female,Often,37,ST49Q07,Math Behaviour
Iceland,OECD,Female,Sometimes,142,ST49Q07,Math Behaviour
Iceland,OECD,Female,NA,650,ST49Q07,Math Behaviour
Iceland,OECD,Male,Always or almost always,74,ST49Q07,Math Behaviour
Iceland,OECD,Male,Never or rarely,634,ST49Q07,Math Behaviour
Iceland,OECD,Male,Often,137,ST49Q07,Math Behaviour
Iceland,OECD,Male,Sometimes,272,ST49Q07,Math Behaviour
Iceland,OECD,Male,NA,652,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Female,Always or almost always,41,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Female,Never or rarely,1309,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Female,Often,150,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Female,Sometimes,341,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Female,NA,1019,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Male,Always or almost always,78,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Male,Never or rarely,1002,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Male,Often,283,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Male,Sometimes,426,ST49Q07,Math Behaviour
Indonesia,Non-OECD,Male,NA,973,ST49Q07,Math Behaviour
Ireland,OECD,Female,Always or almost always,39,ST49Q07,Math Behaviour
Ireland,OECD,Female,Never or rarely,1199,ST49Q07,Math Behaviour
Ireland,OECD,Female,Often,116,ST49Q07,Math Behaviour
Ireland,OECD,Female,Sometimes,329,ST49Q07,Math Behaviour
Ireland,OECD,Female,NA,862,ST49Q07,Math Behaviour
Ireland,OECD,Male,Always or almost always,87,ST49Q07,Math Behaviour
Ireland,OECD,Male,Never or rarely,1038,ST49Q07,Math Behaviour
Ireland,OECD,Male,Often,169,ST49Q07,Math Behaviour
Ireland,OECD,Male,Sometimes,319,ST49Q07,Math Behaviour
Ireland,OECD,Male,NA,858,ST49Q07,Math Behaviour
Israel,OECD,Female,Always or almost always,113,ST49Q07,Math Behaviour
Israel,OECD,Female,Never or rarely,1240,ST49Q07,Math Behaviour
Israel,OECD,Female,Often,163,ST49Q07,Math Behaviour
Israel,OECD,Female,Sometimes,268,ST49Q07,Math Behaviour
Israel,OECD,Female,NA,1041,ST49Q07,Math Behaviour
Israel,OECD,Male,Always or almost always,215,ST49Q07,Math Behaviour
Israel,OECD,Male,Never or rarely,665,ST49Q07,Math Behaviour
Israel,OECD,Male,Often,232,ST49Q07,Math Behaviour
Israel,OECD,Male,Sometimes,252,ST49Q07,Math Behaviour
Israel,OECD,Male,NA,866,ST49Q07,Math Behaviour
Italy,OECD,Female,Always or almost always,360,ST49Q07,Math Behaviour
Italy,OECD,Female,Never or rarely,6661,ST49Q07,Math Behaviour
Italy,OECD,Female,Often,1068,ST49Q07,Math Behaviour
Italy,OECD,Female,Sometimes,1976,ST49Q07,Math Behaviour
Italy,OECD,Female,NA,5178,ST49Q07,Math Behaviour
Italy,OECD,Male,Always or almost always,916,ST49Q07,Math Behaviour
Italy,OECD,Male,Never or rarely,5084,ST49Q07,Math Behaviour
Italy,OECD,Male,Often,1712,ST49Q07,Math Behaviour
Italy,OECD,Male,Sometimes,2668,ST49Q07,Math Behaviour
Italy,OECD,Male,NA,5450,ST49Q07,Math Behaviour
Japan,OECD,Female,Always or almost always,19,ST49Q07,Math Behaviour
Japan,OECD,Female,Never or rarely,1689,ST49Q07,Math Behaviour
Japan,OECD,Female,Often,65,ST49Q07,Math Behaviour
Japan,OECD,Female,Sometimes,213,ST49Q07,Math Behaviour
Japan,OECD,Female,NA,1035,ST49Q07,Math Behaviour
Japan,OECD,Male,Always or almost always,54,ST49Q07,Math Behaviour
Japan,OECD,Male,Never or rarely,1651,ST49Q07,Math Behaviour
Japan,OECD,Male,Often,149,ST49Q07,Math Behaviour
Japan,OECD,Male,Sometimes,316,ST49Q07,Math Behaviour
Japan,OECD,Male,NA,1160,ST49Q07,Math Behaviour
Jordan,Non-OECD,Female,Always or almost always,455,ST49Q07,Math Behaviour
Jordan,Non-OECD,Female,Never or rarely,920,ST49Q07,Math Behaviour
Jordan,Non-OECD,Female,Often,435,ST49Q07,Math Behaviour
Jordan,Non-OECD,Female,Sometimes,548,ST49Q07,Math Behaviour
Jordan,Non-OECD,Female,NA,1257,ST49Q07,Math Behaviour
Jordan,Non-OECD,Male,Always or almost always,784,ST49Q07,Math Behaviour
Jordan,Non-OECD,Male,Never or rarely,347,ST49Q07,Math Behaviour
Jordan,Non-OECD,Male,Often,549,ST49Q07,Math Behaviour
Jordan,Non-OECD,Male,Sometimes,419,ST49Q07,Math Behaviour
Jordan,Non-OECD,Male,NA,1324,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Female,Always or almost always,147,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Female,Never or rarely,743,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Female,Often,364,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Female,Sometimes,661,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Female,NA,1016,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Male,Always or almost always,341,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Male,Never or rarely,437,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Male,Often,554,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Male,Sometimes,565,ST49Q07,Math Behaviour
Kazakhstan,Non-OECD,Male,NA,980,ST49Q07,Math Behaviour
Korea,OECD,Female,Always or almost always,13,ST49Q07,Math Behaviour
Korea,OECD,Female,Never or rarely,1222,ST49Q07,Math Behaviour
Korea,OECD,Female,Often,65,ST49Q07,Math Behaviour
Korea,OECD,Female,Sometimes,274,ST49Q07,Math Behaviour
Korea,OECD,Female,NA,768,ST49Q07,Math Behaviour
Korea,OECD,Male,Always or almost always,63,ST49Q07,Math Behaviour
Korea,OECD,Male,Never or rarely,1088,ST49Q07,Math Behaviour
Korea,OECD,Male,Often,171,ST49Q07,Math Behaviour
Korea,OECD,Male,Sometimes,453,ST49Q07,Math Behaviour
Korea,OECD,Male,NA,916,ST49Q07,Math Behaviour
Latvia,Non-OECD,Female,Always or almost always,11,ST49Q07,Math Behaviour
Latvia,Non-OECD,Female,Never or rarely,1202,ST49Q07,Math Behaviour
Latvia,Non-OECD,Female,Often,41,ST49Q07,Math Behaviour
Latvia,Non-OECD,Female,Sometimes,196,ST49Q07,Math Behaviour
Latvia,Non-OECD,Female,NA,738,ST49Q07,Math Behaviour
Latvia,Non-OECD,Male,Always or almost always,91,ST49Q07,Math Behaviour
Latvia,Non-OECD,Male,Never or rarely,699,ST49Q07,Math Behaviour
Latvia,Non-OECD,Male,Often,221,ST49Q07,Math Behaviour
Latvia,Non-OECD,Male,Sometimes,404,ST49Q07,Math Behaviour
Latvia,Non-OECD,Male,NA,703,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Female,Always or almost always,2,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Female,Never or rarely,80,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Female,Often,4,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Female,Sometimes,11,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Female,NA,41,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Male,Always or almost always,8,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Male,Never or rarely,51,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Male,Often,15,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Male,Sometimes,23,ST49Q07,Math Behaviour
Liechtenstein,Non-OECD,Male,NA,58,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Female,Always or almost always,94,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Female,Never or rarely,981,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Female,Often,131,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Female,Sometimes,273,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Female,NA,804,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Male,Always or almost always,181,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Male,Never or rarely,604,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Male,Often,283,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Male,Sometimes,472,ST49Q07,Math Behaviour
Lithuania,Non-OECD,Male,NA,795,ST49Q07,Math Behaviour
Luxembourg,OECD,Female,Always or almost always,33,ST49Q07,Math Behaviour
Luxembourg,OECD,Female,Never or rarely,1229,ST49Q07,Math Behaviour
Luxembourg,OECD,Female,Often,110,ST49Q07,Math Behaviour
Luxembourg,OECD,Female,Sometimes,285,ST49Q07,Math Behaviour
Luxembourg,OECD,Female,NA,924,ST49Q07,Math Behaviour
Luxembourg,OECD,Male,Always or almost always,161,ST49Q07,Math Behaviour
Luxembourg,OECD,Male,Never or rarely,906,ST49Q07,Math Behaviour
Luxembourg,OECD,Male,Often,249,ST49Q07,Math Behaviour
Luxembourg,OECD,Male,Sometimes,406,ST49Q07,Math Behaviour
Luxembourg,OECD,Male,NA,955,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Female,Always or almost always,23,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Female,Never or rarely,1174,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Female,Often,99,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Female,Sometimes,400,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Female,NA,908,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Male,Always or almost always,84,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Male,Never or rarely,1045,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Male,Often,171,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Male,Sometimes,539,ST49Q07,Math Behaviour
Macao-China,Non-OECD,Male,NA,892,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Female,Always or almost always,172,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Female,Never or rarely,730,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Female,Often,354,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Female,Sometimes,570,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Female,NA,919,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Male,Always or almost always,234,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Male,Never or rarely,426,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Male,Often,402,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Male,Sometimes,470,ST49Q07,Math Behaviour
Malaysia,Non-OECD,Male,NA,920,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Female,Always or almost always,16,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Female,Never or rarely,461,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Female,Often,20,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Female,Sometimes,68,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Female,NA,327,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Male,Always or almost always,40,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Male,Never or rarely,336,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Male,Often,45,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Male,Sometimes,106,ST49Q07,Math Behaviour
Massachusetts (USA),Non-OECD,Male,NA,304,ST49Q07,Math Behaviour
Mexico,OECD,Female,Always or almost always,319,ST49Q07,Math Behaviour
Mexico,OECD,Female,Never or rarely,8260,ST49Q07,Math Behaviour
Mexico,OECD,Female,Often,772,ST49Q07,Math Behaviour
Mexico,OECD,Female,Sometimes,2112,ST49Q07,Math Behaviour
Mexico,OECD,Female,NA,6090,ST49Q07,Math Behaviour
Mexico,OECD,Male,Always or almost always,848,ST49Q07,Math Behaviour
Mexico,OECD,Male,Never or rarely,5777,ST49Q07,Math Behaviour
Mexico,OECD,Male,Often,1407,ST49Q07,Math Behaviour
Mexico,OECD,Male,Sometimes,2595,ST49Q07,Math Behaviour
Mexico,OECD,Male,NA,5626,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Female,Always or almost always,48,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Female,Never or rarely,1006,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Female,Often,110,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Female,Sometimes,341,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Female,NA,868,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Male,Always or almost always,211,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Male,Never or rarely,615,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Male,Often,277,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Male,Sometimes,410,ST49Q07,Math Behaviour
Montenegro,Non-OECD,Male,NA,858,ST49Q07,Math Behaviour
Netherlands,OECD,Female,Always or almost always,10,ST49Q07,Math Behaviour
Netherlands,OECD,Female,Never or rarely,1282,ST49Q07,Math Behaviour
Netherlands,OECD,Female,Often,21,ST49Q07,Math Behaviour
Netherlands,OECD,Female,Sometimes,53,ST49Q07,Math Behaviour
Netherlands,OECD,Female,NA,779,ST49Q07,Math Behaviour
Netherlands,OECD,Male,Always or almost always,49,ST49Q07,Math Behaviour
Netherlands,OECD,Male,Never or rarely,1073,ST49Q07,Math Behaviour
