"","Country","Gender","Answer","number","Question","Area"
"4056","Slovak Republic","Male","ST49Q02",2447,"ST49Q02","Math Behaviour"
"4057","Slovenia","Female","ST49Q02",2699,"ST49Q02","Math Behaviour"
"4058","Slovenia","Male","ST49Q02",3212,"ST49Q02","Math Behaviour"
"4059","Spain","Female","ST49Q02",12690,"ST49Q02","Math Behaviour"
"4060","Spain","Male","ST49Q02",12623,"ST49Q02","Math Behaviour"
"4061","Sweden","Female","ST49Q02",2378,"ST49Q02","Math Behaviour"
"4062","Sweden","Male","ST49Q02",2358,"ST49Q02","Math Behaviour"
"4063","Switzerland","Female","ST49Q02",5579,"ST49Q02","Math Behaviour"
"4064","Switzerland","Male","ST49Q02",5650,"ST49Q02","Math Behaviour"
"4065","Thailand","Female","ST49Q02",3736,"ST49Q02","Math Behaviour"
"4066","Thailand","Male","ST49Q02",2870,"ST49Q02","Math Behaviour"
"4067","Tunisia","Female","ST49Q02",2390,"ST49Q02","Math Behaviour"
"4068","Tunisia","Male","ST49Q02",2017,"ST49Q02","Math Behaviour"
"4069","Turkey","Female","ST49Q02",2370,"ST49Q02","Math Behaviour"
"4070","Turkey","Male","ST49Q02",2478,"ST49Q02","Math Behaviour"
"4071","United Arab Emirates","Female","ST49Q02",5792,"ST49Q02","Math Behaviour"
"4072","United Arab Emirates","Male","ST49Q02",5708,"ST49Q02","Math Behaviour"
"4073","United Kingdom","Female","ST49Q02",6308,"ST49Q02","Math Behaviour"
"4074","United Kingdom","Male","ST49Q02",6351,"ST49Q02","Math Behaviour"
"4075","United States of America","Female","ST49Q02",2453,"ST49Q02","Math Behaviour"
"4076","United States of America","Male","ST49Q02",2525,"ST49Q02","Math Behaviour"
"4077","Uruguay","Female","ST49Q02",2826,"ST49Q02","Math Behaviour"
"4078","Uruguay","Male","ST49Q02",2489,"ST49Q02","Math Behaviour"
"4079","Vietnam","Female","ST49Q02",2648,"ST49Q02","Math Behaviour"
"4080","Vietnam","Male","ST49Q02",2311,"ST49Q02","Math Behaviour"
"4081","Albania","Female","ST49Q03",2416,"ST49Q03","Math Behaviour"
"4082","Albania","Male","ST49Q03",2327,"ST49Q03","Math Behaviour"
"4083","Argentina","Female","ST49Q03",3113,"ST49Q03","Math Behaviour"
"4084","Argentina","Male","ST49Q03",2795,"ST49Q03","Math Behaviour"
"4085","Australia","Female","ST49Q03",7075,"ST49Q03","Math Behaviour"
"4086","Australia","Male","ST49Q03",7406,"ST49Q03","Math Behaviour"
"4087","Austria","Female","ST49Q03",2357,"ST49Q03","Math Behaviour"
"4088","Austria","Male","ST49Q03",2398,"ST49Q03","Math Behaviour"
"4089","Belgium","Female","ST49Q03",4287,"ST49Q03","Math Behaviour"
"4090","Belgium","Male","ST49Q03",4310,"ST49Q03","Math Behaviour"
"4091","Brazil","Female","ST49Q03",10175,"ST49Q03","Math Behaviour"
"4092","Brazil","Male","ST49Q03",9029,"ST49Q03","Math Behaviour"
"4093","Bulgaria","Female","ST49Q03",2578,"ST49Q03","Math Behaviour"
"4094","Bulgaria","Male","ST49Q03",2704,"ST49Q03","Math Behaviour"
"4095","Canada","Female","ST49Q03",10943,"ST49Q03","Math Behaviour"
"4096","Canada","Male","ST49Q03",10601,"ST49Q03","Math Behaviour"
"4097","Chile","Female","ST49Q03",3512,"ST49Q03","Math Behaviour"
"4098","Chile","Male","ST49Q03",3344,"ST49Q03","Math Behaviour"
"4099","China-Shanghai","Female","ST49Q03",2637,"ST49Q03","Math Behaviour"
"4100","China-Shanghai","Male","ST49Q03",2540,"ST49Q03","Math Behaviour"
"4101","Chinese Taipei","Female","ST49Q03",3111,"ST49Q03","Math Behaviour"
"4102","Chinese Taipei","Male","ST49Q03",2935,"ST49Q03","Math Behaviour"
"4103","Colombia","Female","ST49Q03",4807,"ST49Q03","Math Behaviour"
"4104","Colombia","Male","ST49Q03",4266,"ST49Q03","Math Behaviour"
"4105","Connecticut (USA)","Female","ST49Q03",845,"ST49Q03","Math Behaviour"
"4106","Connecticut (USA)","Male","ST49Q03",852,"ST49Q03","Math Behaviour"
"4107","Costa Rica","Female","ST49Q03",2460,"ST49Q03","Math Behaviour"
"4108","Costa Rica","Male","ST49Q03",2142,"ST49Q03","Math Behaviour"
"4109","Croatia","Female","ST49Q03",2480,"ST49Q03","Math Behaviour"
"4110","Croatia","Male","ST49Q03",2528,"ST49Q03","Math Behaviour"
"4111","Czech Republic","Female","ST49Q03",2680,"ST49Q03","Math Behaviour"
"4112","Czech Republic","Male","ST49Q03",2647,"ST49Q03","Math Behaviour"
"4113","Denmark","Female","ST49Q03",3777,"ST49Q03","Math Behaviour"
"4114","Denmark","Male","ST49Q03",3704,"ST49Q03","Math Behaviour"
"4115","Estonia","Female","ST49Q03",2409,"ST49Q03","Math Behaviour"
"4116","Estonia","Male","ST49Q03",2370,"ST49Q03","Math Behaviour"
"4117","Finland","Female","ST49Q03",4370,"ST49Q03","Math Behaviour"
"4118","Finland","Male","ST49Q03",4459,"ST49Q03","Math Behaviour"
"4119","Florida (USA)","Female","ST49Q03",952,"ST49Q03","Math Behaviour"
"4120","Florida (USA)","Male","ST49Q03",944,"ST49Q03","Math Behaviour"
"4121","France","Female","ST49Q03",2375,"ST49Q03","Math Behaviour"
"4122","France","Male","ST49Q03",2238,"ST49Q03","Math Behaviour"
"4123","Germany","Female","ST49Q03",2462,"ST49Q03","Math Behaviour"
"4124","Germany","Male","ST49Q03",2539,"ST49Q03","Math Behaviour"
"4125","Greece","Female","ST49Q03",2576,"ST49Q03","Math Behaviour"
"4126","Greece","Male","ST49Q03",2549,"ST49Q03","Math Behaviour"
"4127","Hong Kong-China","Female","ST49Q03",2161,"ST49Q03","Math Behaviour"
"4128","Hong Kong-China","Male","ST49Q03",2509,"ST49Q03","Math Behaviour"
"4129","Hungary","Female","ST49Q03",2529,"ST49Q03","Math Behaviour"
"4130","Hungary","Male","ST49Q03",2281,"ST49Q03","Math Behaviour"
"4131","Iceland","Female","ST49Q03",1739,"ST49Q03","Math Behaviour"
"4132","Iceland","Male","ST49Q03",1769,"ST49Q03","Math Behaviour"
"4133","Indonesia","Female","ST49Q03",2860,"ST49Q03","Math Behaviour"
"4134","Indonesia","Male","ST49Q03",2762,"ST49Q03","Math Behaviour"
"4135","Ireland","Female","ST49Q03",2545,"ST49Q03","Math Behaviour"
"4136","Ireland","Male","ST49Q03",2471,"ST49Q03","Math Behaviour"
"4137","Israel","Female","ST49Q03",2825,"ST49Q03","Math Behaviour"
"4138","Israel","Male","ST49Q03",2230,"ST49Q03","Math Behaviour"
"4139","Italy","Female","ST49Q03",15243,"ST49Q03","Math Behaviour"
"4140","Italy","Male","ST49Q03",15830,"ST49Q03","Math Behaviour"
"4141","Japan","Female","ST49Q03",3021,"ST49Q03","Math Behaviour"
"4142","Japan","Male","ST49Q03",3330,"ST49Q03","Math Behaviour"
"4143","Jordan","Female","ST49Q03",3615,"ST49Q03","Math Behaviour"
"4144","Jordan","Male","ST49Q03",3423,"ST49Q03","Math Behaviour"
"4145","Kazakhstan","Female","ST49Q03",2931,"ST49Q03","Math Behaviour"
"4146","Kazakhstan","Male","ST49Q03",2877,"ST49Q03","Math Behaviour"
"4147","Korea","Female","ST49Q03",2342,"ST49Q03","Math Behaviour"
"4148","Korea","Male","ST49Q03",2691,"ST49Q03","Math Behaviour"
"4149","Latvia","Female","ST49Q03",2188,"ST49Q03","Math Behaviour"
"4150","Latvia","Male","ST49Q03",2118,"ST49Q03","Math Behaviour"
"4151","Liechtenstein","Female","ST49Q03",138,"ST49Q03","Math Behaviour"
"4152","Liechtenstein","Male","ST49Q03",155,"ST49Q03","Math Behaviour"
"4153","Lithuania","Female","ST49Q03",2283,"ST49Q03","Math Behaviour"
"4154","Lithuania","Male","ST49Q03",2335,"ST49Q03","Math Behaviour"
"4155","Luxembourg","Female","ST49Q03",2581,"ST49Q03","Math Behaviour"
"4156","Luxembourg","Male","ST49Q03",2677,"ST49Q03","Math Behaviour"
"4157","Macao-China","Female","ST49Q03",2604,"ST49Q03","Math Behaviour"
"4158","Macao-China","Male","ST49Q03",2731,"ST49Q03","Math Behaviour"
"4159","Malaysia","Female","ST49Q03",2745,"ST49Q03","Math Behaviour"
"4160","Malaysia","Male","ST49Q03",2452,"ST49Q03","Math Behaviour"
"4161","Massachusetts (USA)","Female","ST49Q03",892,"ST49Q03","Math Behaviour"
"4162","Massachusetts (USA)","Male","ST49Q03",831,"ST49Q03","Math Behaviour"
"4163","Mexico","Female","ST49Q03",17553,"ST49Q03","Math Behaviour"
"4164","Mexico","Male","ST49Q03",16253,"ST49Q03","Math Behaviour"
"4165","Montenegro","Female","ST49Q03",2373,"ST49Q03","Math Behaviour"
"4166","Montenegro","Male","ST49Q03",2371,"ST49Q03","Math Behaviour"
"4167","Netherlands","Female","ST49Q03",2145,"ST49Q03","Math Behaviour"
"4168","Netherlands","Male","ST49Q03",2315,"ST49Q03","Math Behaviour"
"4169","New Zealand","Female","ST49Q03",2131,"ST49Q03","Math Behaviour"
"4170","New Zealand","Male","ST49Q03",2160,"ST49Q03","Math Behaviour"
"4171","Norway","Female","ST49Q03",2291,"ST49Q03","Math Behaviour"
"4172","Norway","Male","ST49Q03",2395,"ST49Q03","Math Behaviour"
"4173","Perm(Russian Federation)","Female","ST49Q03",862,"ST49Q03","Math Behaviour"
"4174","Perm(Russian Federation)","Male","ST49Q03",899,"ST49Q03","Math Behaviour"
"4175","Peru","Female","ST49Q03",3118,"ST49Q03","Math Behaviour"
"4176","Peru","Male","ST49Q03",2917,"ST49Q03","Math Behaviour"
"4177","Poland","Female","ST49Q03",2388,"ST49Q03","Math Behaviour"
"4178","Poland","Male","ST49Q03",2219,"ST49Q03","Math Behaviour"
"4179","Portugal","Female","ST49Q03",2853,"ST49Q03","Math Behaviour"
"4180","Portugal","Male","ST49Q03",2869,"ST49Q03","Math Behaviour"
"4181","Qatar","Female","ST49Q03",5305,"ST49Q03","Math Behaviour"
"4182","Qatar","Male","ST49Q03",5661,"ST49Q03","Math Behaviour"
"4183","Romania","Female","ST49Q03",2572,"ST49Q03","Math Behaviour"
"4184","Romania","Male","ST49Q03",2502,"ST49Q03","Math Behaviour"
"4185","Russian Federation","Female","ST49Q03",2614,"ST49Q03","Math Behaviour"
"4186","Russian Federation","Male","ST49Q03",2617,"ST49Q03","Math Behaviour"
"4187","Serbia","Female","ST49Q03",2368,"ST49Q03","Math Behaviour"
"4188","Serbia","Male","ST49Q03",2316,"ST49Q03","Math Behaviour"
"4189","Singapore","Female","ST49Q03",2752,"ST49Q03","Math Behaviour"
"4190","Singapore","Male","ST49Q03",2794,"ST49Q03","Math Behaviour"
"4191","Slovak Republic","Female","ST49Q03",2231,"ST49Q03","Math Behaviour"
"4192","Slovak Republic","Male","ST49Q03",2447,"ST49Q03","Math Behaviour"
"4193","Slovenia","Female","ST49Q03",2699,"ST49Q03","Math Behaviour"
"4194","Slovenia","Male","ST49Q03",3212,"ST49Q03","Math Behaviour"
"4195","Spain","Female","ST49Q03",12690,"ST49Q03","Math Behaviour"
"4196","Spain","Male","ST49Q03",12623,"ST49Q03","Math Behaviour"
"4197","Sweden","Female","ST49Q03",2378,"ST49Q03","Math Behaviour"
"4198","Sweden","Male","ST49Q03",2358,"ST49Q03","Math Behaviour"
"4199","Switzerland","Female","ST49Q03",5579,"ST49Q03","Math Behaviour"
"4200","Switzerland","Male","ST49Q03",5650,"ST49Q03","Math Behaviour"
"4201","Thailand","Female","ST49Q03",3736,"ST49Q03","Math Behaviour"
"4202","Thailand","Male","ST49Q03",2870,"ST49Q03","Math Behaviour"
"4203","Tunisia","Female","ST49Q03",2390,"ST49Q03","Math Behaviour"
"4204","Tunisia","Male","ST49Q03",2017,"ST49Q03","Math Behaviour"
"4205","Turkey","Female","ST49Q03",2370,"ST49Q03","Math Behaviour"
"4206","Turkey","Male","ST49Q03",2478,"ST49Q03","Math Behaviour"
"4207","United Arab Emirates","Female","ST49Q03",5792,"ST49Q03","Math Behaviour"
"4208","United Arab Emirates","Male","ST49Q03",5708,"ST49Q03","Math Behaviour"
"4209","United Kingdom","Female","ST49Q03",6308,"ST49Q03","Math Behaviour"
"4210","United Kingdom","Male","ST49Q03",6351,"ST49Q03","Math Behaviour"
"4211","United States of America","Female","ST49Q03",2453,"ST49Q03","Math Behaviour"
"4212","United States of America","Male","ST49Q03",2525,"ST49Q03","Math Behaviour"
"4213","Uruguay","Female","ST49Q03",2826,"ST49Q03","Math Behaviour"
"4214","Uruguay","Male","ST49Q03",2489,"ST49Q03","Math Behaviour"
"4215","Vietnam","Female","ST49Q03",2648,"ST49Q03","Math Behaviour"
"4216","Vietnam","Male","ST49Q03",2311,"ST49Q03","Math Behaviour"
"4217","Albania","Female","ST49Q04",2416,"ST49Q04","Math Behaviour"
"4218","Albania","Male","ST49Q04",2327,"ST49Q04","Math Behaviour"
"4219","Argentina","Female","ST49Q04",3113,"ST49Q04","Math Behaviour"
"4220","Argentina","Male","ST49Q04",2795,"ST49Q04","Math Behaviour"
"4221","Australia","Female","ST49Q04",7075,"ST49Q04","Math Behaviour"
"4222","Australia","Male","ST49Q04",7406,"ST49Q04","Math Behaviour"
"4223","Austria","Female","ST49Q04",2357,"ST49Q04","Math Behaviour"
"4224","Austria","Male","ST49Q04",2398,"ST49Q04","Math Behaviour"
"4225","Belgium","Female","ST49Q04",4287,"ST49Q04","Math Behaviour"
"4226","Belgium","Male","ST49Q04",4310,"ST49Q04","Math Behaviour"
"4227","Brazil","Female","ST49Q04",10175,"ST49Q04","Math Behaviour"
"4228","Brazil","Male","ST49Q04",9029,"ST49Q04","Math Behaviour"
"4229","Bulgaria","Female","ST49Q04",2578,"ST49Q04","Math Behaviour"
"4230","Bulgaria","Male","ST49Q04",2704,"ST49Q04","Math Behaviour"
"4231","Canada","Female","ST49Q04",10943,"ST49Q04","Math Behaviour"
"4232","Canada","Male","ST49Q04",10601,"ST49Q04","Math Behaviour"
"4233","Chile","Female","ST49Q04",3512,"ST49Q04","Math Behaviour"
"4234","Chile","Male","ST49Q04",3344,"ST49Q04","Math Behaviour"
"4235","China-Shanghai","Female","ST49Q04",2637,"ST49Q04","Math Behaviour"
"4236","China-Shanghai","Male","ST49Q04",2540,"ST49Q04","Math Behaviour"
"4237","Chinese Taipei","Female","ST49Q04",3111,"ST49Q04","Math Behaviour"
"4238","Chinese Taipei","Male","ST49Q04",2935,"ST49Q04","Math Behaviour"
"4239","Colombia","Female","ST49Q04",4807,"ST49Q04","Math Behaviour"
"4240","Colombia","Male","ST49Q04",4266,"ST49Q04","Math Behaviour"
"4241","Connecticut (USA)","Female","ST49Q04",845,"ST49Q04","Math Behaviour"
"4242","Connecticut (USA)","Male","ST49Q04",852,"ST49Q04","Math Behaviour"
"4243","Costa Rica","Female","ST49Q04",2460,"ST49Q04","Math Behaviour"
"4244","Costa Rica","Male","ST49Q04",2142,"ST49Q04","Math Behaviour"
"4245","Croatia","Female","ST49Q04",2480,"ST49Q04","Math Behaviour"
"4246","Croatia","Male","ST49Q04",2528,"ST49Q04","Math Behaviour"
"4247","Czech Republic","Female","ST49Q04",2680,"ST49Q04","Math Behaviour"
"4248","Czech Republic","Male","ST49Q04",2647,"ST49Q04","Math Behaviour"
"4249","Denmark","Female","ST49Q04",3777,"ST49Q04","Math Behaviour"
"4250","Denmark","Male","ST49Q04",3704,"ST49Q04","Math Behaviour"
"4251","Estonia","Female","ST49Q04",2409,"ST49Q04","Math Behaviour"
"4252","Estonia","Male","ST49Q04",2370,"ST49Q04","Math Behaviour"
"4253","Finland","Female","ST49Q04",4370,"ST49Q04","Math Behaviour"
"4254","Finland","Male","ST49Q04",4459,"ST49Q04","Math Behaviour"
"4255","Florida (USA)","Female","ST49Q04",952,"ST49Q04","Math Behaviour"
"4256","Florida (USA)","Male","ST49Q04",944,"ST49Q04","Math Behaviour"
"4257","France","Female","ST49Q04",2375,"ST49Q04","Math Behaviour"
"4258","France","Male","ST49Q04",2238,"ST49Q04","Math Behaviour"
"4259","Germany","Female","ST49Q04",2462,"ST49Q04","Math Behaviour"
"4260","Germany","Male","ST49Q04",2539,"ST49Q04","Math Behaviour"
"4261","Greece","Female","ST49Q04",2576,"ST49Q04","Math Behaviour"
"4262","Greece","Male","ST49Q04",2549,"ST49Q04","Math Behaviour"
"4263","Hong Kong-China","Female","ST49Q04",2161,"ST49Q04","Math Behaviour"
"4264","Hong Kong-China","Male","ST49Q04",2509,"ST49Q04","Math Behaviour"
"4265","Hungary","Female","ST49Q04",2529,"ST49Q04","Math Behaviour"
"4266","Hungary","Male","ST49Q04",2281,"ST49Q04","Math Behaviour"
"4267","Iceland","Female","ST49Q04",1739,"ST49Q04","Math Behaviour"
"4268","Iceland","Male","ST49Q04",1769,"ST49Q04","Math Behaviour"
"4269","Indonesia","Female","ST49Q04",2860,"ST49Q04","Math Behaviour"
"4270","Indonesia","Male","ST49Q04",2762,"ST49Q04","Math Behaviour"
"4271","Ireland","Female","ST49Q04",2545,"ST49Q04","Math Behaviour"
"4272","Ireland","Male","ST49Q04",2471,"ST49Q04","Math Behaviour"
"4273","Israel","Female","ST49Q04",2825,"ST49Q04","Math Behaviour"
"4274","Israel","Male","ST49Q04",2230,"ST49Q04","Math Behaviour"
"4275","Italy","Female","ST49Q04",15243,"ST49Q04","Math Behaviour"
"4276","Italy","Male","ST49Q04",15830,"ST49Q04","Math Behaviour"
"4277","Japan","Female","ST49Q04",3021,"ST49Q04","Math Behaviour"
"4278","Japan","Male","ST49Q04",3330,"ST49Q04","Math Behaviour"
"4279","Jordan","Female","ST49Q04",3615,"ST49Q04","Math Behaviour"
"4280","Jordan","Male","ST49Q04",3423,"ST49Q04","Math Behaviour"
"4281","Kazakhstan","Female","ST49Q04",2931,"ST49Q04","Math Behaviour"
"4282","Kazakhstan","Male","ST49Q04",2877,"ST49Q04","Math Behaviour"
"4283","Korea","Female","ST49Q04",2342,"ST49Q04","Math Behaviour"
"4284","Korea","Male","ST49Q04",2691,"ST49Q04","Math Behaviour"
"4285","Latvia","Female","ST49Q04",2188,"ST49Q04","Math Behaviour"
"4286","Latvia","Male","ST49Q04",2118,"ST49Q04","Math Behaviour"
"4287","Liechtenstein","Female","ST49Q04",138,"ST49Q04","Math Behaviour"
"4288","Liechtenstein","Male","ST49Q04",155,"ST49Q04","Math Behaviour"
"4289","Lithuania","Female","ST49Q04",2283,"ST49Q04","Math Behaviour"
"4290","Lithuania","Male","ST49Q04",2335,"ST49Q04","Math Behaviour"
"4291","Luxembourg","Female","ST49Q04",2581,"ST49Q04","Math Behaviour"
"4292","Luxembourg","Male","ST49Q04",2677,"ST49Q04","Math Behaviour"
"4293","Macao-China","Female","ST49Q04",2604,"ST49Q04","Math Behaviour"
"4294","Macao-China","Male","ST49Q04",2731,"ST49Q04","Math Behaviour"
"4295","Malaysia","Female","ST49Q04",2745,"ST49Q04","Math Behaviour"
"4296","Malaysia","Male","ST49Q04",2452,"ST49Q04","Math Behaviour"
"4297","Massachusetts (USA)","Female","ST49Q04",892,"ST49Q04","Math Behaviour"
"4298","Massachusetts (USA)","Male","ST49Q04",831,"ST49Q04","Math Behaviour"
"4299","Mexico","Female","ST49Q04",17553,"ST49Q04","Math Behaviour"
"4300","Mexico","Male","ST49Q04",16253,"ST49Q04","Math Behaviour"
"4301","Montenegro","Female","ST49Q04",2373,"ST49Q04","Math Behaviour"
"4302","Montenegro","Male","ST49Q04",2371,"ST49Q04","Math Behaviour"
"4303","Netherlands","Female","ST49Q04",2145,"ST49Q04","Math Behaviour"
"4304","Netherlands","Male","ST49Q04",2315,"ST49Q04","Math Behaviour"
"4305","New Zealand","Female","ST49Q04",2131,"ST49Q04","Math Behaviour"
"4306","New Zealand","Male","ST49Q04",2160,"ST49Q04","Math Behaviour"
"4307","Norway","Female","ST49Q04",2291,"ST49Q04","Math Behaviour"
"4308","Norway","Male","ST49Q04",2395,"ST49Q04","Math Behaviour"
"4309","Perm(Russian Federation)","Female","ST49Q04",862,"ST49Q04","Math Behaviour"
"4310","Perm(Russian Federation)","Male","ST49Q04",899,"ST49Q04","Math Behaviour"
"4311","Peru","Female","ST49Q04",3118,"ST49Q04","Math Behaviour"
"4312","Peru","Male","ST49Q04",2917,"ST49Q04","Math Behaviour"
"4313","Poland","Female","ST49Q04",2388,"ST49Q04","Math Behaviour"
"4314","Poland","Male","ST49Q04",2219,"ST49Q04","Math Behaviour"
"4315","Portugal","Female","ST49Q04",2853,"ST49Q04","Math Behaviour"
"4316","Portugal","Male","ST49Q04",2869,"ST49Q04","Math Behaviour"
"4317","Qatar","Female","ST49Q04",5305,"ST49Q04","Math Behaviour"
"4318","Qatar","Male","ST49Q04",5661,"ST49Q04","Math Behaviour"
"4319","Romania","Female","ST49Q04",2572,"ST49Q04","Math Behaviour"
"4320","Romania","Male","ST49Q04",2502,"ST49Q04","Math Behaviour"
"4321","Russian Federation","Female","ST49Q04",2614,"ST49Q04","Math Behaviour"
"4322","Russian Federation","Male","ST49Q04",2617,"ST49Q04","Math Behaviour"
"4323","Serbia","Female","ST49Q04",2368,"ST49Q04","Math Behaviour"
"4324","Serbia","Male","ST49Q04",2316,"ST49Q04","Math Behaviour"
"4325","Singapore","Female","ST49Q04",2752,"ST49Q04","Math Behaviour"
"4326","Singapore","Male","ST49Q04",2794,"ST49Q04","Math Behaviour"
"4327","Slovak Republic","Female","ST49Q04",2231,"ST49Q04","Math Behaviour"
"4328","Slovak Republic","Male","ST49Q04",2447,"ST49Q04","Math Behaviour"
"4329","Slovenia","Female","ST49Q04",2699,"ST49Q04","Math Behaviour"
"4330","Slovenia","Male","ST49Q04",3212,"ST49Q04","Math Behaviour"
"4331","Spain","Female","ST49Q04",12690,"ST49Q04","Math Behaviour"
"4332","Spain","Male","ST49Q04",12623,"ST49Q04","Math Behaviour"
"4333","Sweden","Female","ST49Q04",2378,"ST49Q04","Math Behaviour"
"4334","Sweden","Male","ST49Q04",2358,"ST49Q04","Math Behaviour"
"4335","Switzerland","Female","ST49Q04",5579,"ST49Q04","Math Behaviour"
"4336","Switzerland","Male","ST49Q04",5650,"ST49Q04","Math Behaviour"
"4337","Thailand","Female","ST49Q04",3736,"ST49Q04","Math Behaviour"
"4338","Thailand","Male","ST49Q04",2870,"ST49Q04","Math Behaviour"
"4339","Tunisia","Female","ST49Q04",2390,"ST49Q04","Math Behaviour"
"4340","Tunisia","Male","ST49Q04",2017,"ST49Q04","Math Behaviour"
"4341","Turkey","Female","ST49Q04",2370,"ST49Q04","Math Behaviour"
"4342","Turkey","Male","ST49Q04",2478,"ST49Q04","Math Behaviour"
"4343","United Arab Emirates","Female","ST49Q04",5792,"ST49Q04","Math Behaviour"
"4344","United Arab Emirates","Male","ST49Q04",5708,"ST49Q04","Math Behaviour"
"4345","United Kingdom","Female","ST49Q04",6308,"ST49Q04","Math Behaviour"
"4346","United Kingdom","Male","ST49Q04",6351,"ST49Q04","Math Behaviour"
"4347","United States of America","Female","ST49Q04",2453,"ST49Q04","Math Behaviour"
"4348","United States of America","Male","ST49Q04",2525,"ST49Q04","Math Behaviour"
"4349","Uruguay","Female","ST49Q04",2826,"ST49Q04","Math Behaviour"
"4350","Uruguay","Male","ST49Q04",2489,"ST49Q04","Math Behaviour"
"4351","Vietnam","Female","ST49Q04",2648,"ST49Q04","Math Behaviour"
"4352","Vietnam","Male","ST49Q04",2311,"ST49Q04","Math Behaviour"
"4353","Albania","Female","ST49Q05",2416,"ST49Q05","Math Behaviour"
"4354","Albania","Male","ST49Q05",2327,"ST49Q05","Math Behaviour"
"4355","Argentina","Female","ST49Q05",3113,"ST49Q05","Math Behaviour"
"4356","Argentina","Male","ST49Q05",2795,"ST49Q05","Math Behaviour"
"4357","Australia","Female","ST49Q05",7075,"ST49Q05","Math Behaviour"
"4358","Australia","Male","ST49Q05",7406,"ST49Q05","Math Behaviour"
"4359","Austria","Female","ST49Q05",2357,"ST49Q05","Math Behaviour"
"4360","Austria","Male","ST49Q05",2398,"ST49Q05","Math Behaviour"
"4361","Belgium","Female","ST49Q05",4287,"ST49Q05","Math Behaviour"
"4362","Belgium","Male","ST49Q05",4310,"ST49Q05","Math Behaviour"
"4363","Brazil","Female","ST49Q05",10175,"ST49Q05","Math Behaviour"
"4364","Brazil","Male","ST49Q05",9029,"ST49Q05","Math Behaviour"
"4365","Bulgaria","Female","ST49Q05",2578,"ST49Q05","Math Behaviour"
"4366","Bulgaria","Male","ST49Q05",2704,"ST49Q05","Math Behaviour"
"4367","Canada","Female","ST49Q05",10943,"ST49Q05","Math Behaviour"
"4368","Canada","Male","ST49Q05",10601,"ST49Q05","Math Behaviour"
"4369","Chile","Female","ST49Q05",3512,"ST49Q05","Math Behaviour"
"4370","Chile","Male","ST49Q05",3344,"ST49Q05","Math Behaviour"
"4371","China-Shanghai","Female","ST49Q05",2637,"ST49Q05","Math Behaviour"
"4372","China-Shanghai","Male","ST49Q05",2540,"ST49Q05","Math Behaviour"
"4373","Chinese Taipei","Female","ST49Q05",3111,"ST49Q05","Math Behaviour"
"4374","Chinese Taipei","Male","ST49Q05",2935,"ST49Q05","Math Behaviour"
"4375","Colombia","Female","ST49Q05",4807,"ST49Q05","Math Behaviour"
"4376","Colombia","Male","ST49Q05",4266,"ST49Q05","Math Behaviour"
"4377","Connecticut (USA)","Female","ST49Q05",845,"ST49Q05","Math Behaviour"
"4378","Connecticut (USA)","Male","ST49Q05",852,"ST49Q05","Math Behaviour"
"4379","Costa Rica","Female","ST49Q05",2460,"ST49Q05","Math Behaviour"
"4380","Costa Rica","Male","ST49Q05",2142,"ST49Q05","Math Behaviour"
"4381","Croatia","Female","ST49Q05",2480,"ST49Q05","Math Behaviour"
"4382","Croatia","Male","ST49Q05",2528,"ST49Q05","Math Behaviour"
"4383","Czech Republic","Female","ST49Q05",2680,"ST49Q05","Math Behaviour"
"4384","Czech Republic","Male","ST49Q05",2647,"ST49Q05","Math Behaviour"
"4385","Denmark","Female","ST49Q05",3777,"ST49Q05","Math Behaviour"
"4386","Denmark","Male","ST49Q05",3704,"ST49Q05","Math Behaviour"
"4387","Estonia","Female","ST49Q05",2409,"ST49Q05","Math Behaviour"
"4388","Estonia","Male","ST49Q05",2370,"ST49Q05","Math Behaviour"
"4389","Finland","Female","ST49Q05",4370,"ST49Q05","Math Behaviour"
"4390","Finland","Male","ST49Q05",4459,"ST49Q05","Math Behaviour"
"4391","Florida (USA)","Female","ST49Q05",952,"ST49Q05","Math Behaviour"
"4392","Florida (USA)","Male","ST49Q05",944,"ST49Q05","Math Behaviour"
"4393","France","Female","ST49Q05",2375,"ST49Q05","Math Behaviour"
"4394","France","Male","ST49Q05",2238,"ST49Q05","Math Behaviour"
"4395","Germany","Female","ST49Q05",2462,"ST49Q05","Math Behaviour"
"4396","Germany","Male","ST49Q05",2539,"ST49Q05","Math Behaviour"
"4397","Greece","Female","ST49Q05",2576,"ST49Q05","Math Behaviour"
"4398","Greece","Male","ST49Q05",2549,"ST49Q05","Math Behaviour"
"4399","Hong Kong-China","Female","ST49Q05",2161,"ST49Q05","Math Behaviour"
"4400","Hong Kong-China","Male","ST49Q05",2509,"ST49Q05","Math Behaviour"
"4401","Hungary","Female","ST49Q05",2529,"ST49Q05","Math Behaviour"
"4402","Hungary","Male","ST49Q05",2281,"ST49Q05","Math Behaviour"
"4403","Iceland","Female","ST49Q05",1739,"ST49Q05","Math Behaviour"
"4404","Iceland","Male","ST49Q05",1769,"ST49Q05","Math Behaviour"
"4405","Indonesia","Female","ST49Q05",2860,"ST49Q05","Math Behaviour"
"4406","Indonesia","Male","ST49Q05",2762,"ST49Q05","Math Behaviour"
"4407","Ireland","Female","ST49Q05",2545,"ST49Q05","Math Behaviour"
